Latitude,Longitude,pipe_age,diameter,Base,COF,POF,Subway,Tree,Groundwater,Soil,Total
37.5457555,127.1217904,2017,600,1.0,0.465,1.0,0.004591442364344866,0.0,2.43,0.3881850242225252,0.5621580686667814
37.52810842,127.123595,2013,600,1.0,0.465,1.0,0.0037141667418015894,0.0,2.84,0.4228572710181523,0.6322091209426247
37.54595181,127.1231119,1989,600,1.0,0.465,1.0,0.005211766167234967,0.0,2.0,0.39078448669765614,0.4983906756709286
37.5361469,127.1408351,1980,525,1.0,0.465,1.0,0.00642424536394841,0.0,4.2,0.4871971781582693,0.8526553232181346
37.56016912,127.127047,1900,450,1.0,0.39,1.0,1.654392321917622e-05,0.0,3.686666666666667,0.40811957603007415,0.7550316213329235
37.54756426,127.1343861,1980,600,1.0,0.465,1.0,0.002527364012341989,0.0,2.7266666666666666,0.47427431018849664,0.6279051361225252
37.5322389,127.1403443,1980,450,1.0,0.39,1.0,0.006488337769171732,0.0,2.7,0.5151212762660178,0.6346449989123307
37.53279858,127.1474556,1900,450,1.0,0.39,1.0,0.004317562757442462,0.0,2.993333333333333,0.483566312874585,0.6704668074779436
37.54412299,127.1236779,1980,450,1.0,0.39,1.0,0.006755379913149714,0.0,3.0920000000000005,0.39913724566744085,0.6644845964541399
37.54111425,127.1271143,1900,450,1.0,0.39,1.0,0.008348314941521277,0.0,4.033333333333333,0.4364469244671151,0.8152243274222054
37.55149589,127.1400586,1993,488,1.0,0.39,1.0,0.007906931914475362,0.0,2.52,0.49759503212781453,0.6034526015192732
37.54522214,127.127596,1980,525,1.0,0.465,1.0,0.005295672271909015,0.0,2.8933333333333335,0.4320724284514486,0.6427237712605999
37.52542431,127.1323655,1980,562,1.0,0.465,1.0,0.005216713639003261,0.0,2.8533333333333335,0.5216859253403316,0.6591165982687651
37.55467705,127.129249,1980,600,1.0,0.465,1.0,0.004277054555627703,0.0,3.5733333333333337,0.4290262318690131,0.7438263562716044
37.56231635,127.167495,1999,600,1.0,0.465,1.0,0.002913941644721215,0.0,3.9000000000000004,0.459643700124227,0.8002989429141054
37.55136859,127.1286455,2001,600,1.0,0.465,1.0,0.005048228444570899,0.0,4.720000000000001,0.4407280730359154,0.9188545507545595
37.55362142,127.1337303,1992,600,1.0,0.465,1.0,0.004962767620357442,0.0,2.5133333333333336,0.4621256910968689,0.5931927206513506
37.55391,127.1566271,1988,300,1.0,0.39,1.0,0.004375793548963688,0.0,1.2666666666666668,0.5347676526369362,0.4242750232185048
37.5585238,127.1698472,1988,450,1.0,0.39,1.0,0.008268396964835414,0.0,2.138,0.47213178825279073,0.5398350208742253
37.54840189,127.1462529,1900,600,1.0,0.465,1.0,0.007072925106587056,0.0,3.4733333333333336,0.4782549191893743,0.7415063057861379
37.55157992,127.1430113,1971,450,1.0,0.39,1.0,0.008903734208735758,0.0,3.0600000000000005,0.48584714406829405,0.681648498825346
37.55685369,127.1719706,2011,300,1.0,0.39,1.0,0.00985451049049374,0.0,3.1820000000000004,0.4718429962540627,0.6965742263092137
37.55436366,127.1538145,1900,600,1.0,0.465,1.0,0.005565976586328263,0.0,2.3986666666666667,0.5308228853163666,0.5932474384404502
37.52991867,127.1393307,1900,400,1.0,0.39,1.0,0.005924632657647698,0.0,4.0200000000000005,0.5111272032441382,0.8315712220239981
37.55729976,127.1730469,2011,367,1.0,0.39,1.0,0.010539215044122065,0.0,3.7400000000000007,0.4666680980934328,0.7790717550924218
37.53367027,127.1453852,1987,333,1.0,0.39,1.0,0.004572287977876583,0.0,2.6466666666666665,0.4822046171656572,0.6181603732312045
37.54617938,127.1308575,1980,300,1.0,0.39,1.0,0.002876182076303702,0.0,3.3666666666666667,0.45383802621265656,0.7188425312818439
37.55815643,127.1691603,1997,533,1.0,0.465,1.0,0.007976891068420968,0.0,0.0,0.47531767956609544,0.21989278582905578
37.53405139,127.1428894,1980,767,1.0,0.54,1.0,0.0051206341248902325,0.0,3.3866666666666667,0.49497230074680904,0.7324253482054625
37.53494903,127.144896,1980,1000,1.0,0.723,1.0,0.004448810422676475,0.0,2.2800000000000002,0.4857157326428444,0.5640217150596588
37.52832869,127.1367196,2005,1100,1.0,0.723,1.0,0.007170471616638979,0.0,2.718,0.5125118385095786,0.6367835898946087
37.54210751,127.1392593,2001,1225,1.0,0.723,1.0,0.006868186981981574,0.0,4.066666666666667,0.4993083406840802,0.8357423129980713
37.54353571,127.1449562,1980,1350,1.0,0.723,1.0,0.007000954253209338,0.0,2.6,0.48453039740499354,0.6120656431637556
37.5491786,127.1536952,2006,450,1.0,0.39,1.0,0.0025296267631612834,0.0,3.893333333333334,0.5132398503209334,0.812646725614211
37.54618936,127.1709589,1900,525,1.0,0.465,1.0,0.0,0.0,2.6,0.4914676528151717,0.6128664953372001
37.53053378,127.1254909,1900,600,1.0,0.465,1.0,0.005977031337264267,0.0,3.2733333333333334,0.4363218221258148,0.7008769379316738
37.55968218,127.1703367,1988,600,1.0,0.465,1.0,0.007840183004074037,0.0,4.3,0.4673605332159013,0.8628849510011918
37.52398071,127.1305116,1980,600,1.0,0.465,1.0,0.005391052212971187,0.0,2.72,0.5318892315876108,0.6416906774074549
37.55648563,127.1337838,1999,600,1.0,0.465,1.0,0.00473613210282347,0.0,2.7933333333333334,0.43652238448905256,0.6287616613513681
37.55556784,127.1364721,1992,600,1.0,0.465,1.0,0.005936908296924523,0.0,3.246666666666667,0.4535852126142515,0.7011874335027933
37.54172038,127.1423548,2004,600,1.0,0.465,1.0,0.007110885441237814,0.0,2.5180000000000002,0.4841696497819122,0.5996901199801346
37.53059629,127.1303252,1990,600,1.0,0.465,1.0,0.004793007561874995,0.0,2.8200000000000003,0.4725083428187746,0.6417657233268037
37.5452298,127.1230031,1900,600,1.0,0.465,1.0,0.005718114706751749,0.0,2.3933333333333335,0.39436130822342036,0.5583523637517734
37.54153594,127.1461267,1980,450,1.0,0.39,1.0,0.004622784202809013,0.0,2.0466666666666664,0.47269880752796467,0.5257907010237115
37.52856457,127.1329857,1980,450,1.0,0.39,1.0,0.005633726018244288,0.0,669.0666666666667,0.514004921180607,100.58920198478756
37.56442065,127.1733727,2010,450,1.0,0.39,1.0,0.003135118866788784,0.0,5.006666666666667,0.43479784939496163,0.9601168937199025
37.54223504,127.1288414,1988,450,1.0,0.39,1.0,0.0065948941626917355,0.0,4.573333333333333,0.44268527100794414,0.8975500827165301
37.55466481,127.1740521,2011,450,1.0,0.39,1.0,0.009186274922356318,0.0,2.3333333333333335,0.46709786940979564,0.5679989114180428
37.54432302,127.1230294,1980,800,1.0,0.54,1.0,0.006399802559904386,0.0,3.0060000000000002,0.3954351442034576,0.6506116681815062
37.51756845,127.1442837,2001,600,1.0,0.465,1.0,0.0020157754675102094,0.0,2.0,0.5558132878540923,0.5392217028936698
37.52727306,127.1305147,1980,800,1.0,0.54,1.0,0.003293404340864305,0.0,3.3600000000000003,0.5167417193966741,0.733624068950129
37.53268986,127.1322215,2016,300,1.0,0.39,1.0,0.006732413502180171,0.0,3.1799999999999997,0.4722631538881486,0.6959629864417735
37.57711383,127.1678225,1900,600,1.0,0.465,1.0,0.0,0.0,2.8880000000000003,0.33604283200349433,0.6172103073904578
37.54599088,127.1738231,1989,600,1.0,0.465,1.0,0.0,0.0,2.62,0.4772255264097162,0.612305965796365
37.52834695,127.1230725,2013,525,1.0,0.465,1.0,0.004190244902258683,0.0,2.953333333333333,0.42105698731604807,0.6488225190129163
37.54914021,127.1296508,1980,450,1.0,0.39,1.0,0.004591911582935423,0.0,3.2,0.440051166495673,0.6906245960810116
37.54209899,127.1216655,1900,900,1.0,0.54,1.0,0.007127993947138546,0.0,4.586666666666666,0.38804694798233114,0.8859615945435673
37.54803138,127.141122,1980,750,1.0,0.54,1.0,0.007614246908634364,0.0,3.5600000000000005,0.5019340295857118,0.7604982471576092
