시료코드 ,시험코드 ,시험종류 ,시험제어방식 ,내부마찰각 ,점착력 
B3124BH002DS01,B3124BH002DS01UU,UU,STRAIN,0,0.39
B3142BB001DS01,B3142BB001DS01UU,UU,0,0,0.2589
B3142SB002DS00,B3142SB002DS00UD,UU,0,0,0.2396
B3142SB002DS01,B3142SB002DS01UU,UU,0,0,0.2396
B3142SB003DS00,B3142SB003DS00UD,UU,0,0,0.269
B3142SB003DS01,B3142SB003DS01UU,UU,0,0,0.269
B3142SB004DS01,B3142SB004DS01UU,UU,0,0,0.2628
B3151BH002DS01,B3151BH002DS01CU,CU,-,20.3,0.19
B3151BH004DS01,B3151BH004DS01CU,CU,-,21.7,0.14
B3151BH005DS01,B3151BH005DS01UU,UU,-,0,0.234
B3151BH006DS01,B3151BH006DS01CU,CU,-,21.21,0.15
B3151BH007DS01,B3151BH007DS01UU,UU,-,0,0.245
B3151BH008DS01,B3151BH008DS01CU,CU,-,21.34,0.11
B3151BH009DS01,B3151BH009DS01UU,UU,-,0,0.288
B3151BH011DS01,B3151BH011DS01UU,UU,-,0,0.314
B3151BH012DS01,B3151BH012DS01CU,CU,-,19.55,0.18
B3151BH013DS01,B3151BH013DS01UU,UU,-,0,0.2
B3151BH014DS01,B3151BH014DS01UU,UU,-,0,0.208
B3151BH016DS01,B3151BH016DS01UU,UU,-,0,0.328
B3151BH017DS01,B3151BH017DS01CU,CU,-,24.85,0.1
B3172BH006DS01,B3172BH006DS01UU,UU,STRAIN CONTROL,0,9.1
B3172BH009DS01,B3172BH009DS01UU,UU,STRAIN CONTROL,0,30.4
B3172BH010DS01,B3172BH010DS01UU,UU,STRAIN CONTROL,0,8.8
B3172BH015DS01,B3172BH015DS01UU,UU,STRAIN CONTROL,0,16.3
B3172BH020DS01,B3172BH020DS01UU,UU,STRAIN CONTROL,0,56.3
B3277SB013US01,B3277SB013US01UU,UU,KS F 2346,0,0
B3286BB020DS01,B3286BB020DS01UU,UU,Strain,0,0
B3294BB001NA01,B3294BB001NA01UU,UU,0,0,0
B3294BB001NA02,B3294BB001NA02UU,UU,0,0,0
B3294BB002NA01,B3294BB002NA01UU,UU,0,0,0
B3294BB002NA02,B3294BB002NA02UU,UU,0,0,0
B3294BB003NA01,B3294BB003NA01UU,UU,0,0,0
B3294BB003NA02,B3294BB003NA02UU,UU,0,0,0
B3294BB004NA01,B3294BB004NA01UU,UU,0,0,0
B3294BB004NA02,B3294BB004NA02UU,UU,0,0,0
B3294BB005NA01,B3294BB005NA01UU,UU,0,0,0
B3294BB005NA02,B3294BB005NA02UU,UU,0,0,0
B3294BB006NA01,B3294BB006NA01UU,UU,0,0,0
B3294BB006NA02,B3294BB006NA02UU,UU,0,0,0
B3294BB007NA01,B3294BB007NA01UU,UU,0,0,0
B3294BB007NA02,B3294BB007NA02UU,UU,0,0,0
B3294BB008NA01,B3294BB008NA01UU,UU,0,0,0
B3294BB008NA02,B3294BB008NA02UU,UU,0,0,0
B3294BB009NA01,B3294BB009NA01UU,UU,0,0,0
B3294BB009NA02,B3294BB009NA02UU,UU,0,0,0
B3294BB009NA03,B3294BB009NA03UU,UU,0,0,0
B3294BB015NA01,B3294BB015NA01UU,UU,0,0,0
B3294BB015NA02,B3294BB015NA02UU,UU,0,0,0
B3294BB018NA01,B3294BB018NA01UU,UU,0,0,0
B3294BB018NA02,B3294BB018NA02UU,UU,0,0,0
B3294BB021NA01,B3294BB021NA01UU,UU,0,0,0
B3294BB021NA02,B3294BB021NA02UU,UU,0,0,0
B3294BB024NA01,B3294BB024NA01UU,UU,0,0,0
B3294BB024NA02,B3294BB024NA02UU,UU,0,0,0
B3294BB028NA01,B3294BB028NA01UU,UU,0,0,0
B3294BB028NA02,B3294BB028NA02UU,UU,0,0,0
B3294SB002NA01,B3294SB002NA01UU,UU,0,0,0
B3294SB002NA02,B3294SB002NA02UU,UU,0,0,0
B3294SB003NA02,B3294SB003NA02UU,UU,0,0,0
B3294SB003NA03,B3294SB003NA03UU,UU,0,0,0
B3294SB004NA01,B3294SB004NA01UU,UU,0,0,0
B3294SB004NA02,B3294SB004NA02CU,CU,0,0,0
B3294SB004NA02,B3294SB004NA02UU,UU,0,0,0
B3294SB004NA03,B3294SB004NA03UU,UU,0,0,0
B3294SB004NA04,B3294SB004NA04UU,UU,0,0,0
B3294SB004NA05,B3294SB004NA05UU,UU,0,0,0
B3294SB004NA06,B3294SB004NA06CU,CU,0,0,0
B3294SB004NA06,B3294SB004NA06UU,UU,0,0,0
B3294SB004NA07,B3294SB004NA07UU,UU,0,0,0
B3294SB004NA08,B3294SB004NA08UU,UU,0,0,0
B3294SB004NA10,B3294SB004NA10CU,CU,0,0,0
B3294SB005NA01,B3294SB005NA01UU,UU,0,0,0
B3294SB005NA02,B3294SB005NA02UU,UU,0,0,0
B3294SB006NA01,B3294SB006NA01UU,UU,0,0,0
B3294SB007NA01,B3294SB007NA01UU,UU,0,0,0
B3294SB007NA02,B3294SB007NA02UU,UU,0,0,0
B3294SB009NA01,B3294SB009NA01UU,UU,0,0,0
B3294SB009NA02,B3294SB009NA02CU,CU,0,0,0
B3294SB009NA02,B3294SB009NA02UU,UU,0,0,0
B3294SB009NA03,B3294SB009NA03UU,UU,0,0,0
B3294SB009NA04,B3294SB009NA04UU,UU,0,0,0
B3294SB009NA05,B3294SB009NA05CU,CU,0,0,0
B3294SB009NA05,B3294SB009NA05UU,UU,0,0,0
B3294SB009NA06,B3294SB009NA06UU,UU,0,0,0
B3294SB009NA07,B3294SB009NA07UU,UU,0,0,0
B3294SB009NA08,B3294SB009NA08UU,UU,0,0,0
B3294SB009NA09,B3294SB009NA09UU,UU,0,0,0
B3294SB009NA09,B3294SB009NA09CU,CU,0,0,0
B3294SB009NA10,B3294SB009NA10UU,UU,0,0,0
B3294SB010NA01,B3294SB010NA01UU,UU,0,0,0
B3294SB010NA02,B3294SB010NA02UU,UU,0,0,0
B3294SB011NA01,B3294SB011NA01UU,UU,0,0,0
B3294SB011NA02,B3294SB011NA02UU,UU,0,0,0
B3294SB012NA01,B3294SB012NA01UU,UU,0,0,0
B3294SB012NA02,B3294SB012NA02UU,UU,0,0,0
B3294SB013NA01,B3294SB013NA01UU,UU,0,0,0
B3294SB013NA02,B3294SB013NA02CU,CU,0,0,0
B3294SB013NA03,B3294SB013NA03UU,UU,0,0,0
B3294SB013NA04,B3294SB013NA04UU,UU,0,0,0
B3294SB013NA05,B3294SB013NA05CU,CU,0,0,0
B3294SB013NA06,B3294SB013NA06UU,UU,0,0,0
B3294SB013NA07,B3294SB013NA07UU,UU,0,0,0
B3294SB013NA08,B3294SB013NA08UU,UU,0,0,0
B3294SB013NA09,B3294SB013NA09CU,CU,0,0,0
B3294SB013NA10,B3294SB013NA10UU,UU,0,0,0
B3294SB014NA01,B3294SB014NA01UU,UU,0,0,0
B3294SB014NA02,B3294SB014NA02UU,UU,0,0,0
B3294SB015NA01,B3294SB015NA01UU,UU,0,0,0
B3294SB016NA01,B3294SB016NA01UU,UU,0,0,0
B3294SB017NA01,B3294SB017NA01UU,UU,0,0,0
B3294SB018NA01,B3294SB018NA01UU,UU,0,0,0
B3294SB019NA01,B3294SB019NA01UU,UU,0,0,0
B3294SB020NA01,B3294SB020NA01UU,UU,0,0,0
B3310BB001NA01,B3310BB001NA01UU,UU,0,0,0.22
B3310BB005NA01,B3310BB005NA01UU,UU,0,0,0.11
B3310BB006NA01,B3310BB006NA01UU,UU,0,0,0.19
B3310BB009NA01,B3310BB009NA01UU,UU,0,0,0.09
B3310SB001NA01,B3310SB001NA010,UU,0,0,0.17
B3310SB003NA01,B3310SB003NA01UU,UU,0,0,0.13
B3310SB004NA01,B3310SB004NA01UU,UU,0,0,0.19
B3310SB004NA02,B3310SB004NA02UU,UU,0,0,0.17
B3310SB005NA01,B3310SB005NA01UU,UU,0,0,0.15
B3310SB005NA02,B3310SB005NA02UU,UU,0,0,0.14
B3310SB006NA01,B3310SB006NA01UU,UU,0,0,0.12
B3310SB006NA02,B3310SB006NA02UU,UU,0,0,0.09
B3310SB007NA01,B3310SB007NA01UU,UU,0,0,0.06
B3310SB008NA01,B3310SB008NA01UU,UU,0,0,0.16
B3310SB009NA01,B3310SB009NA01UU,UU,0,0,0.15
B3310SB009NA02,B3310SB009NA02UU,UU,0,0,0.14
B3314BB015DS01,B3314BB015DS01UU,UU,Strain,0,25.5
B3314SB003DS01,B3314SB003DS01UU,UU,UD,0,11.4
B3316BB001DS01,B3316BB001DS01CU,CU,Test,17,17.08
B3316BB001DS01,B3316BB001DS01UU,UU,Test,0,29.63
B3318SB001DS01,B3318SB001DS01UU,UU,0,0,0.391
B3318SB001DS02,B3318SB001DS02UU,UU,0,18.3,0.38
B3318SB002DS01,B3318SB002DS01UU,UU,0,18.8,0.11
B3318SB002DS02,B3318SB002DS02UU,UU,0,0,0.425
B3323BB028NA01,B3323BB028NA01UU,UU,Strain,0,0.195
B3323BB031NA02,B3323BB031NA02UU,UU,Strain,0,0.275
B3323BB032DS01,B3323BB032DS01UU,UU,Strain,0,0.3
B3323BB032NA02,B3323BB032NA02UU,UU,Strain,0,0.3
B3323SB007NA02,B3323SB007NA02UU,UU,Strain,0,0.295
B3323SB010NA01,B3323SB010NA01UU,UU,Strain,0,0.235
B3323SB013NA01,B3323SB013NA01UU,UU,Strain,0,0.09
B3323SB014DS01,B3323SB014DS01UU,UU,Strain,0,0.145
B3323SB015NA01,B3323SB015NA01UU,UU,Strain,0,0.2
B3323SB016NA01,B3323SB016NA01UU,UU,Strain,0,0.17
B3323SB017DS01,B3323SB017DS01UU,UU,Strain,0,0.18
B3323SB019DS01,B3323SB019DS01UU,UU,Strain,0,0.095
B3325BH138DS01,B3325BH138DS01UU,UU,STRAIN CONTROL,0,19.1
B3328BH001DS01,B3328BH001DS01UU,0,0,0,0
B3328BH001NA03,B3328BH001NA03UU,UU,0,0,42.4
B3337SB002NA01,B3337SB002NA01UU,UU,0,0,26.9
B3340SB001DS01,B3340SB001DS01UU,UU,0,0,0.08
B3340SB002DS01,B3340SB002DS01UU,UU,0,0,18.3
B3340SB003DS01,B3340SB003DS01UU,UU,0,0,11.6
B3340SB004DS01,B3340SB004DS01UU,UU,0,0,22.2
B3340SB006DS01,B3340SB006DS01UU,UU,0,0,11.2
B3340SB007DS01,B3340SB007DS01UU,UU,0,0,10.8
B3340SB008DS01,B3340SB008DS01UU,UU,0,0,14.6
B3349BH001NA01,B3349BH001NA01UU,UU,0,0,0.1039
B3349BH001NA02,B3349BH001NA02UU,UU,0,0,0.1137
B3349BH001NA03,B3349BH001NA03UU,UU,0,0,0.0923
B3349BH002NA01,B3349BH002NA01UU,UU,0,0,0.1245
B3349BH002NA02,B3349BH002NA02UU,UU,0,0,0.1347
B3349BH003NA01,B3349BH003NA01UU,UU,0,0,0.1002
B3358SB006DS01,B3358SB006DS01CU,CU,0,0,29.95
B3358SB006DS01,B3358SB006DS01UU,UU,0,11.4,17
B3358SB010DS01,B3358SB010DS01UU,UU,0,0,1292
B3358SB010DS01,B3358SB010DS01CU,CU,0,15,1260
B3358SB011DS01,B3358SB011DS01CU,CU,0,13,920
B3358SB011DS01,B3358SB011DS01UU,UU,0,0,1123
B3358SB012DS01,B3358SB012DS01UU,UU,0,0,1263
B3358SB012DS01,B3358SB012DS01CU,CU,0,14,1030
B3358SB013DS01,B3358SB013DS01CU,CU,0,13,950
B3358SB013DS01,B3358SB013DS01UU,UU,0,0,925
B3375BH002DS01,B3375BH002DS01UU,UU,Strain,0,0
B3375BH003DS01,B3375BH003DS01UU,UU,Strain,0,0
B3375BH004DS01,B3375BH004DS01UU,UU,Strain,0,0
B3376BH008DS01,B3376BH008DS01UU,UU,Strain,0,0
B3376BH024DS01,B3376BH024DS01UU,UU,Strain,0,0
B3384BB017DS01,B3384BB017DS01UU,UU,0,0,0
B3384BB017NA02,B3384BB017NA02UU,UU,0,0,0.1002
B3384BB017NA03,B3384BB017NA03UU,UU,0,0,0.0735
B3384SB002DS01,B3384SB002DS01UU,UU,0,0,0
B3384SB002NA02,B3384SB002NA02UU,UU,0,0,0.1367
B3384SB003DS01,B3384SB003DS01UU,UU,0,0,0
B3384SB003NA02,B3384SB003NA02UU,UU,0,0,0.0708
B3384SB005DS01,B3384SB005DS01UU,UU,0,0,0
B3384SB005NA02,B3384SB005NA02UU,UU,0,0,0.1027
B3399BH003NA01,B3399BH003NA010,UU,Strain,0,0.373
B3399BH009NA01,B3399BH009NA010,UU,Strain,0,0.407
B3432BH052DS01,B3432BH052DS01UU,UU,0,0,0.82
B3432BH053DS01,B3432BH053DS01UU,UU,0,0,1.11
B3432BH083NA01,B3432BH083NA01UU,UU,0,0,0.1
B3432BH084NA01,B3432BH084NA01UU,UU,0,0,0.14
B3432BH085NA01,B3432BH085NA01UU,UU,0,0,0.16
B3432BH097NA01,B3432BH097NA01UU,UU,0,0,0.08
B3432BH098NA01,B3432BH098NA01UU,UU,0,0,0.21
B3432BH109DS01,B3432BH109DS01UU,UU,0,0,0.14
B3432BH111DS01,B3432BH111DS01UU,UU,0,0,0.03
B3432BH112DS01,B3432BH112DS01UU,UU,0,0,0.16
B3432BH113DS01,B3432BH113DS01UU,UU,0,0,0.18
B3432BH114DS01,B3432BH114DS01UU,UU,0,0,0.22
B3432BH115DS01,B3432BH115DS01UU,UU,0,0,0.16
B3432BH116DS01,B3432BH116DS01UU,UU,0,0,0.66
B3432BH118DS01,B3432BH118DS01UU,UU,0,0,0.2
B3432BH119DS01,B3432BH119DS01UU,UU,0,0,0.12
B3432BH120DS01,B3432BH120DS01UU,UU,0,0,0.31
B3432BH121DS01,B3432BH121DS01UU,UU,0,0,0.28
B3432BH123NA01,B3432BH123NA01UU,UU,0,0,0.47
B3432BH124DS01,B3432BH124DS01UU,UU,0,0,0.19
B3432BH125NA01,B3432BH125NA01UU,UU,0,0.17,0
B3432BH126NA01,B3432BH126NA01UU,UU,0,0.34,0
B3432BH127DS01,B3432BH127DS01UU,UU,0,0,0.35
B3432BH128DS01,B3432BH128DS01UU,UU,0,0,0.27
B3434SB007DS01,B3434SB007DS01UU,UU,0,0,0.368
B3434SB020NA01,B3434SB020NA01UU,UU,0,0,0.64
B3434SB022NA01,B3434SB022NA01UU,UU,0,0,0.607
B3434SB025NA01,B3434SB025NA01UU,UU,0,0,0.29
B3434SB026NA01,B3434SB026NA01UU,UU,0,0,0.49
B3434SB026NA02,B3434SB026NA02UU,UU,0,0,0.746
B3454BH005NA01,B3454BH005NA01UU,UU,uu,0,13.97
B3474BH020NA01,B3474BH020NA01UU,UU,0,0,0.16
B3474BH022NA01,B3474BH022NA01UU,UU,0,0,0.12
B3474BH025NA01,B3474BH025NA01UU,UU,0,0,0.14
B3484BH070DS01,B3484BH070DS01CU,CU,STRAIN CONTROL,12.1,0.54
B3484BH070DS01,B3484BH070DS01UU,UU,STRAIN CONTROL,0,0.35
B3486BH009DS01,B3486BH009DS01UU,UU,0,0,30.46
B3486BH011DS01,B3486BH011DS01UU,UU,0,0,12.4
B3491BH005NA01,B3491BH005NA01UU,UU,0,0,0.37
B3491TB005DS01,B3491TB005DS01UU,UU,0,0,0.26
B3519BH003DS01,B3519BH003DS01UU,UU,-,0,0.17
B3519BH004DS01,B3519BH004DS01UU,UU,-,0,0.13
B3519BH006DS01,B3519BH006DS01UU,UU,-,0,0.21
B3519BH018DS01,B3519BH018DS01UU,UU,-,0,0.29
B3520BH007NA01,B3520BH007NA01UU,UU,0,0,0
B3520BH008NA01,B3520BH008NA01UU,UU,0,0,0
B3520BH010NA01,B3520BH010NA01UU,UU,0,0,0
B3520BH011NA01,B3520BH011NA01UU,UU,0,0,0
B3520BH013NA01,B3520BH013NA01UU,UU,0,0,0
B3520BH015NA01,B3520BH015NA01UU,UU,0,0,0
B3522BH003NA01,B3522BH003NA01UU,UU,0,0,0.25
B3522BH004NA01,B3522BH004NA01UU,UU,0,0,0.32
B3522BH006NA01,B3522BH006NA01UU,UU,0,0,0.192
B3522BH007NA01,B3522BH007NA01UU,UU,0,0,0.227
B3537BH004NA01,B3537BH004NA01CU,CU,STRAIN CONTROL,0,47.4
B3537BH006DS01,B3537BH006DS01UU,UU,STRAIN CONTROL,0,37.9
B3540BH005DS01,B3540BH005DS01UU,UU,STRAIN CONTROL,0,36
B3540BH005DS02,B3540BH005DS02UU,UU,STRAIN CONTROL,0,33
B3540BH014DS01,B3540BH014DS01UU,UU,STRAIN CONTROL,0,26
B3540BH020DS01,B3540BH020DS01UU,UU,STAIN CONTROL,0,23.5
B3551BH009DS01,B3551BH009DS01UU,UU,0,0,0.08
B3551BH021DS01,B3551BH021DS01UU,UU,0,0,0.14
B3560BH013NA01,B3560BH013NA01UU,UU,0,0,0.326
B3560BH013NA02,B3560BH013NA02CU,CU,0,14.6,21
B3560BH013NA02,B3560BH013NA02UU,UU,0,0,0.357
B3560BH013NA03,B3560BH013NA03CU,CU,0,11.2,0.36
B3560BH013NA03,B3560BH013NA03UU,UU,0,0,0.406
B3560BH019DS01,B3560BH019DS01CU,CU,0,13.5,0.21
B3560BH019DS01,B3560BH019DS01UU,UU,0,0,0.265
B3560BH019DS02,B3560BH019DS02UU,UU,0,0,0.288
B3560BH019DS02,B3560BH019DS02CU,CU,0,12.8,0.2
B3560BH021NA01,B3560BH021NA01UU,UU,0,0,0.273
B3560BH021NA02,B3560BH021NA02UU,UU,0,0,0.295
B3560BH021NA02,B3560BH021NA02CU,CU,0,15.3,0.11
B3560BH021NA03,B3560BH021NA03UU,UU,0,0,0.433
B3560BH021NA04,B3560BH021NA04UU,UU,0,0,0.446
B3560BH021NA04,B3560BH021NA04CU,CU,0,16.1,0.2
B3560BH022NA01,B3560BH022NA01CU,CU,0,14.2,0.19
B3560BH022NA01,B3560BH022NA01UU,UU,0,0,0.256
B3560BH022NA02,B3560BH022NA02CU,CU,0,12.1,0.21
B3560BH022NA02,B3560BH022NA02UU,UU,0,0,0.274
B3560BH022NA03,B3560BH022NA03UU,UU,0,0,0.3
B3582SB007DS01,B3582SB007DS01UU,UU,uscs,0,0.41
B3582SB008DS01,B3582SB008DS01UU,UU,uscs,0,0.193
B3582SB013DS01,B3582SB013DS01CU,CU,uscs,16,0.198
B3582SB014DS01,B3582SB014DS01UU,UU,uscs,0,0.068
B3582SB015DS01,B3582SB015DS01UU,UU,uscs,0,0.12
B3582SB016DS01,B3582SB016DS01UU,UU,uscs,0,0.167
B3582SB017DS01,B3582SB017DS01UU,UU,uscs,0,0.173
B3582SB018DS01,B3582SB018DS01UU,UU,uscs,0,0.156
B3582SB027DS01,B3582SB027DS01UU,UU,uscs,0,0.892
B3582SB029DS01,B3582SB029DS01UU,UU,0,0,0.422
B3582SB030DS01,B3582SB030DS01CU,CU,0,18,1.312
B3582SB031DS01,B3582SB031DS01UU,UU,0,0,0.228
B3582SB032DS01,B3582SB032DS01UU,UU,0,0,0.059
B3582SB033DS01,B3582SB033DS01UU,UU,0,0,0.125
B3588BH020DS01,B3588BH020DS01UU,UU,-,0,0.562
B3598BH011DS01,B3598BH011DS01UU,UU,0,0,1.5
B3598BH012DS01,B3598BH012DS01UU,UU,0,0,1.3
B3598BH014DS01,B3598BH014DS01UU,UU,0,0,1.7
B3598BH029DS01,B3598BH029DS01UU,UU,0,0,2.4
B3598BH030DS01,B3598BH030DS01UU,UU,UD,0,2.4
B3598BH031DS01,B3598BH031DS01UU,UU,0,0,0.7
B3598BH033DS01,B3598BH033DS01UU,UU,0,0,0.6
B3598BH038DS01,B3598BH038DS01UU,UU,0,0,4.5
B3614BH001DS01,B3614BH001DS01UU,UU,0,0,17.2
B3614BH002DS01,B3614BH002DS01UU,UU,0,0,38.6
B3614BH003DS01,B3614BH003DS01UU,UU,0,0,26
B3614BH004DS01,B3614BH004DS01UU,UU,0,0,31.3
B3614BH005DS01,B3614BH005DS01UU,UU,0,0,32.4
B3614BH008DS01,B3614BH008DS01UU,UU,0,0,26.1
B3615BH001NA01,B3615BH001NA01UU,UU,0,0,0
B3615BH001NA03,B3615BH001NA03UU,UU,Strain  Control  Test,0,0.176
B3615BH002NA02,B3615BH002NA02UU,UU,Strain  Control  Test,0,0.1441
B3615BH002NA04,B3615BH002NA04UU,UU,Strain  Control  Test,0,0.2108
B3615BH003NA03,B3615BH003NA03UU,UU,Strain  Control  Test,0,0.2275
B3615BH003NA06,B3615BH003NA06UU,UU,Strain  Control  Test,0,0.2687
B3615BH004NA01,B3615BH004NA01UU,UU,Strain  Control  Test,0,0.1036
B3615BH004NA04,B3615BH004NA04UU,UU,Strain  Control  Test,0,0.2327
B3615BH005NA02,B3615BH005NA02UU,UU,Strain  Control  Test,0,0.1898
B3615BH005NA04,B3615BH005NA04UU,UU,Strain  Control  Test,0,0.2243
B3615BH006NA01,B3615BH006NA01UU,UU,Strain  Control  Test,0,0.0831
B3615BH006NA04,B3615BH006NA04UU,UU,Strain  Control  Test,0,0.2075
B3615BH007NA03,B3615BH007NA03UU,UU,Strain  Control  Test,0,0.1884
B3615BH007NA05,B3615BH007NA05UU,UU,Strain  Control  Test,0,0.3218
B3615BH008NA02,B3615BH008NA02UU,UU,Strain  Control  Test,0,0.1473
B3615BH008NA03,B3615BH008NA03UU,UU,Strain  Control  Test,0,0.219
B3618BH013DS01,B3618BH013DS01CU,CU,Strain Control,21.9,2.646
B3618BH013DS01,B3618BH013DS01UU,UU,Strain Control,0,2.842
B3618BH014DS01,B3618BH014DS01CU,CU,Strain Control,19.4,1.96
B3618BH014DS01,B3618BH014DS01UU,UU,Strain Control,0,5.586
B3618BH027DS01,B3618BH027DS01CU,CU,Strain Control,22.8,1.176
B3618BH027DS01,B3618BH027DS01UU,UU,Strain Control,0,3.528
B3618BH051DS01,B3618BH051DS01CU,CU,Strain Control,17.1,3.626
B3618BH051DS01,B3618BH051DS01UU,UU,Strain Control,0,6.86
B3618BH059DS01,B3618BH059DS01CU,CU,Strain Control,21.5,2.45
B3618BH059DS01,B3618BH059DS01UU,UU,Strain Control,0,12.446
B3618BH065DS01,B3618BH065DS01CU,CU,Strain Control,20.5,2.254
B3618BH065DS01,B3618BH065DS01UU,UU,Strain Control,0,9.702
B3618BH066DS01,B3618BH066DS01CU,CU,Strain Control,19.4,2.45
B3618BH066DS01,B3618BH066DS01UU,UU,Strain Control,0,7.35
B3618BH070DS05,B3618BH070DS05CU,CU,Strain Control,22,0.392
B3618BH070DS05,B3618BH070DS05UU,UU,Strain Control,0,0.49
B3618BH071DS01,B3618BH071DS01CU,CU,Strain Control,18.4,1.274
B3618BH071DS01,B3618BH071DS01UU,UU,Strain Control,0,0.49
B3618BH073DS01,B3618BH073DS01CU,CU,Strain Control,23.7,2.156
B3618BH073DS01,B3618BH073DS01UU,UU,Strain Control,0,1.96
B3621BH002NA01,B3621BH002NA01UU,UU,0,0,0.152
B3621BH003NA01,B3621BH003NA01UU,UU,0,0,0.132
B3621BH003NA02,B3621BH003NA02UU,UU,0,0,0.183
B3621BH004NA01,B3621BH004NA01UU,UU,0,0,0.152
B3621BH004NA02,B3621BH004NA02UU,UU,0,0,0.21
B3628BH001NA02,B3628BH001NA02UU,UU,strain controlled test,0,0.663
B3628BH004NA01,B3628BH004NA01UU,UU,strain controlled test,0,0.679
B3629BH011DS01,B3629BH011DS01CU,CU,0,0,0
B3629BH011DS02,B3629BH011DS02UU,UU,strain control test,0,54.9
B3629BH012NA01,B3629BH012NA01UU,UU,strain control test,0,34.1
B3629BH013DS01,B3629BH013DS01UU,UU,strain control test,0,11.7
B3629BH018DS01,B3629BH018DS01UU,UU,strain control test,0,61.8
B3630BH030DS01,B3630BH030DS01UU,UU,-,0,0.0002
B3638BH005DS01,B3638BH005DS01CU,CU,Strain Control,36,0.2121
B3638BH011DS01,B3638BH011DS01CU,CU,Strain Control,27.2,0.156
B3640BH004DS01,B3640BH004DS01CU,CU,Strain Control,20.7,0.0632
B3647BB001DS01,B3647BB001DS01UU,UU,0,0,0.23
B3647SB001DS01,B3647SB001DS01UU,UU,0,0,0.1
B3648BH001DS01,B3648BH001DS01CU,CU,Strain,34,0.294
B3648BH001DS01,B3648BH001DS01UU,UU,Strain,0,4.018
B3648BH001DS03,B3648BH001DS03CU,CU,Strain,36,0
B3648BH001DS03,B3648BH001DS03UU,UU,Strain,0,6.762
B3648BH004DS01,B3648BH004DS01CU,CU,Strain,30.7,2.45
B3648BH004DS02,B3648BH004DS02CU,CU,Strain,31.3,0.882
B3648BH007DS02,B3648BH007DS02CU,CU,Strain,31.6,2.45
B3648BH007DS02,B3648BH007DS02UU,UU,Strain,0,6.566
B3648BH007DS03,B3648BH007DS03CU,CU,Strain,40.7,0
B3648BH007DS03,B3648BH007DS03UU,UU,Strain,0,7.84
B3648BH010DS01,B3648BH010DS01CU,CU,Strain,35.3,0.784
B3648BH010DS01,B3648BH010DS01UU,UU,Strain,0,12.446
B3648BH012DS02,B3648BH012DS02CU,CU,Strain,31.2,2.254
B3648BH012DS02,B3648BH012DS02UU,UU,Strain,0,10.29
B3648BH013DS01,B3648BH013DS01CU,CU,Strain,33.7,1.078
B3648BH014DS01,B3648BH014DS01UU,UU,Strain,0,15.778
B3657BH013DS01,B3657BH013DS01UU,UU,strain,0,0.11
B3657BH013DS02,B3657BH013DS02UU,UU,strain,0,0.12
B3657BH013DS03,B3657BH013DS03UU,UU,strain,0,0.15
B3657BH020DS01,B3657BH020DS01UU,UU,strain,0,0.33
B3657BH020DS02,B3657BH020DS02UU,UU,strain,0,0.33
B3657BH021DS01,B3657BH021DS01UU,UU,strain,0,0.45
B3657BH023DS01,B3657BH023DS01UU,UU,strain,0,0.45
B3663BH002DS01,B3663BH002DS01UU,UU,strain controlled test,0,0.067
B3663BH003DS01,B3663BH003DS01UU,UU,strain controlled test,0,0.333
B3663BH004DS01,B3663BH004DS01UU,UU,strain controlled test,0,0.389
B3667BH002DS01,B3667BH002DS01UU,UU,strain controlled,0,0
B3667BH002DS01,B3667BH002DS01CU,CU,strain controlled,29.2,0.12
B3667BH002DS02,B3667BH002DS02UU,UU,STRAIN CONTROLLED,0,0
B3667BH002DS03,B3667BH002DS03UU,UU,STRAIN CONTROLLED,0,0
B3667BH003DS01,B3667BH003DS01UU,UU,STRAIN,0,0
B3667BH003DS02,B3667BH003DS02UU,UU,STRAIN,0,0
B3667BH003DS03,B3667BH003DS03CU,CU,STRAIN,15.6,0.27
B3667BH003DS03,B3667BH003DS03UU,UU,STRAIN,0,0
B3667BH004DS01,B3667BH004DS01UU,UU,strain,0,0.311
B3667BH005DS01,B3667BH005DS01CU,CU,STRAIN,40.1,0.05
B3667BH005DS01,B3667BH005DS01UU,UU,STRAIN,0,0.561
B3669BH010NA01,B3669BH010NA01UU,UU,STRAIN CONTROLLED TEST,0,0.659
B3675BB001DS01,B3675BB001DS01CU,CU,-,12,0.09
B3675BB001DS01,B3675BB001DS01UU,UU,-,0,0.16
B3675BB005DS01,B3675BB005DS01UU,UU,-,0,0.14
B3675BB006DS01,B3675BB006DS01UU,UU,-,0,0.13
B3677BB002DS01,B3677BB002DS01UU,UU,Strain Controlled,0,0.36
B3677SB001DS01,B3677SB001DS01UU,UU,Strain Controlled,0,0.41
B3677SB002NA01,B3677SB002NA01UU,UU,Strain Controlled,0,0.27
B3677SB003NA01,B3677SB003NA01UU,UU,Strain Controlled,0,0.36
B3677SB005DS01,B3677SB005DS01UU,UU,Strain Controlled,0,0.25
B3677SB006NA01,B3677SB006NA01UU,UU,Strain Controlled,0,0.29
B3677SB008DS01,B3677SB008DS01UU,UU,Strain Controlled,0,0.34
B3677SB010NA01,B3677SB010NA01UU,UU,Strain Controlled,0,0.31
B3678SB006NA02,B3678SB006NA02UU,UU,0,0,0.2426
B3678SB006NA03,B3678SB006NA03UU,UU,0,0,0.2426
