Latitude,Longitude,pipe_age,diameter,Base,COF,POF,Subway,Tree,Groundwater,Soil,Total
37.5457555,127.1217904,2017,600,1.0,0.465,1.0,0.004591442364344866,0.0,2.43,0.3881850242225252,0.5729080882917466
37.52810842,127.123595,2013,600,1.0,0.465,1.0,0.0037141667418015894,0.0,2.84,0.4228572710181523,0.6532091354425924
37.54595181,127.1231119,1989,600,1.0,0.465,1.0,0.005211766167234967,0.0,2.0,0.39078448669765614,0.4983907006708911
37.5361469,127.1408351,1980,525,1.0,0.465,1.0,0.00642424536394841,0.0,4.2,0.4871971781582693,0.907655320718111
37.56016912,127.127047,1900,450,1.0,0.39,1.0,1.654392321917622e-05,0.0,3.686666666666667,0.40811957603007415,0.7971982919162298
37.54756426,127.1343861,1980,600,1.0,0.465,1.0,0.002527364012341989,0.0,2.7266666666666666,0.47427431018849664,0.6460718187058255
37.5322389,127.1403443,1980,450,1.0,0.39,1.0,0.006488337769171732,0.0,2.7,0.5151212762660178,0.6521450151622976
37.53279858,127.1474556,1900,450,1.0,0.39,1.0,0.004317562757442462,0.0,2.993333333333333,0.483566312874585,0.695300153394579
37.54412299,127.1236779,1980,450,1.0,0.39,1.0,0.006755379913149714,0.0,3.0920000000000005,0.39913724566744085,0.6917846078041093
37.54111425,127.1271143,1900,450,1.0,0.39,1.0,0.008348314941521277,0.0,4.033333333333333,0.4364469244671151,0.8660576603388473
37.55149589,127.1400586,1993,488,1.0,0.39,1.0,0.007906931914475362,0.0,2.52,0.49759503212781453,0.616452620019239
37.54522214,127.127596,1980,525,1.0,0.465,1.0,0.005295672271909015,0.0,2.8933333333333335,0.4320724284514486,0.6650571184272347
37.52542431,127.1323655,1980,562,1.0,0.465,1.0,0.005216713639003261,0.0,2.8533333333333335,0.5216859253403316,0.6804499459353996
37.55467705,127.129249,1980,600,1.0,0.465,1.0,0.004277054555627703,0.0,3.5733333333333337,0.4290262318690131,0.7831596949382434
37.56231635,127.167495,1999,600,1.0,0.465,1.0,0.002913941644721215,0.0,3.9000000000000004,0.459643700124227,0.8477989441640799
37.55136859,127.1286455,2001,600,1.0,0.465,1.0,0.005048228444570899,0.0,4.720000000000001,0.4407280730359154,0.9868545417545389
37.55362142,127.1337303,1992,600,1.0,0.465,1.0,0.004962767620357442,0.0,2.5133333333333336,0.4621256910968689,0.606026072567983
37.55391,127.1566271,1988,300,1.0,0.39,1.0,0.004375793548963688,0.0,1.2666666666666668,0.5347676526369362,0.40594172405179607
37.5585238,127.1698472,1988,450,1.0,0.39,1.0,0.008268396964835414,0.0,2.138,0.47213178825279073,0.5432850441491887
37.54840189,127.1462529,1900,600,1.0,0.465,1.0,0.007072925106587056,0.0,3.4733333333333336,0.4782549191893743,0.7783396457027763
37.55157992,127.1430113,1971,450,1.0,0.39,1.0,0.008903734208735758,0.0,3.0600000000000005,0.48584714406829405,0.7081485105753151
37.55685369,127.1719706,2011,300,1.0,0.39,1.0,0.00985451049049374,0.0,3.1820000000000004,0.4718429962540627,0.7261242365341837
37.55436366,127.1538145,1900,600,1.0,0.465,1.0,0.005565976586328263,0.0,2.3986666666666667,0.5308228853163666,0.6032141251237485
37.52991867,127.1393307,1900,400,1.0,0.39,1.0,0.005924632657647698,0.0,4.0200000000000005,0.5111272032441382,0.8820712217739732
37.55729976,127.1730469,2011,367,1.0,0.39,1.0,0.010539215044122065,0.0,3.7400000000000007,0.4666680980934328,0.8225717583423952
37.53367027,127.1453852,1987,333,1.0,0.39,1.0,0.004572287977876583,0.0,2.6466666666666665,0.4822046171656572,0.6343270568145044
37.54617938,127.1308575,1980,300,1.0,0.39,1.0,0.002876182076303702,0.0,3.3666666666666667,0.45383802621265656,0.7530092058651483
37.55815643,127.1691603,1997,533,1.0,0.465,1.0,0.007976891068420968,0.0,0.0,0.47531767956609544,0.16989283582900577
37.53405139,127.1428894,1980,767,1.0,0.54,1.0,0.0051206341248902325,0.0,3.3866666666666667,0.49497230074680904,0.767092022538767
37.53494903,127.144896,1980,1000,1.0,0.723,1.0,0.004448810422676475,0.0,2.2800000000000002,0.4857157326428444,0.5710217365596231
37.52832869,127.1367196,2005,1100,1.0,0.723,1.0,0.007170471616638979,0.0,2.718,0.5125118385095786,0.6547336059195756
37.54210751,127.1392593,2001,1225,1.0,0.723,1.0,0.006868186981981574,0.0,4.066666666666667,0.4993083406840802,0.88740897883138
37.54353571,127.1449562,1980,1350,1.0,0.723,1.0,0.007000954253209338,0.0,2.6,0.48453039740499354,0.6270656606637218
37.5491786,127.1536952,2006,450,1.0,0.39,1.0,0.0025296267631612834,0.0,3.893333333333334,0.5132398503209334,0.859980060280852
37.54618936,127.1709589,1900,525,1.0,0.465,1.0,0.0,0.0,2.6,0.4914676528151717,0.6278665128371662
37.53053378,127.1254909,1900,600,1.0,0.465,1.0,0.005977031337264267,0.0,3.2733333333333334,0.4363218221258148,0.732710280348311
37.55968218,127.1703367,1988,600,1.0,0.465,1.0,0.007840183004074037,0.0,4.3,0.4673605332159013,0.9203849472511687
37.52398071,127.1305116,1980,600,1.0,0.465,1.0,0.005391052212971187,0.0,2.72,0.5318892315876108,0.6596906934074219
37.55648563,127.1337838,1999,600,1.0,0.465,1.0,0.00473613210282347,0.0,2.7933333333333334,0.43652238448905256,0.6485950097680022
37.55556784,127.1364721,1992,600,1.0,0.465,1.0,0.005936908296924523,0.0,3.246666666666667,0.4535852126142515,0.7323541095860969
37.54172038,127.1423548,2004,600,1.0,0.465,1.0,0.007110885441237814,0.0,2.5180000000000002,0.4841696497819122,0.6126401385051001
37.53059629,127.1303252,1990,600,1.0,0.465,1.0,0.004793007561874995,0.0,2.8200000000000003,0.4725083428187746,0.6622657380767712
37.5452298,127.1230031,1900,600,1.0,0.465,1.0,0.005718114706751749,0.0,2.3933333333333335,0.39436130822342036,0.568185717168405
37.54153594,127.1461267,1980,450,1.0,0.39,1.0,0.004622784202809013,0.0,2.0466666666666664,0.47269880752796467,0.5269573921070076
37.52856457,127.1329857,1980,450,1.0,0.39,1.0,0.005633726018244288,0.0,669.0666666666667,0.514004921180607,117.26586033812502
37.56442065,127.1733727,2010,450,1.0,0.39,1.0,0.003135118866788784,0.0,5.006666666666667,0.43479784939496163,1.0352835478032172
37.54223504,127.1288414,1988,450,1.0,0.39,1.0,0.0065948941626917355,0.0,4.573333333333333,0.44268527100794414,0.9618834088831754
37.55466481,127.1740521,2011,450,1.0,0.39,1.0,0.009186274922356318,0.0,2.3333333333333335,0.46709786940979564,0.5763322655846741
37.54432302,127.1230294,1980,800,1.0,0.54,1.0,0.006399802559904386,0.0,3.0060000000000002,0.3954351442034576,0.6757616806064749
37.51756845,127.1442837,2001,600,1.0,0.465,1.0,0.0020157754675102094,0.0,2.0,0.5558132878540923,0.5392217278936323
37.52727306,127.1305147,1980,800,1.0,0.54,1.0,0.003293404340864305,0.0,3.3600000000000003,0.5167417193966741,0.7676240769500999
